,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
432,"HELIUS MEDICAL TECHNOLOGIES, INC.",HSDT,,Aug-19,2017-11-09,,ND,656.25,421.75,393.75,300.6499938964844,409.1499938964844,262.5,380.1000061035156,374.5,337.04998779296875,325.1499938964844,360.1499938964844,288.75,374.5,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,Southern National Bancorp of Virginia Inc,SONA,Jul-2017,Jul-2017,2017-11-09,,Money,15.920000076293944,16.520000457763672,16.209999084472656,15.779999732971191,16.139999389648438,15.6899995803833,17.049999237060547,17.270000457763672,17.850000381469727,17.530000686645508,17.469999313354492,16.299999237060547,15.68000030517578,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434,DOMINOS PIZZA INC,DPZ,,,2017-10-17,,Name | Email | Other,193.19000244140625,177.47000122070312,185.0399932861328,209.2899932861328,220.7400054931641,229.7899932861328,232.3500061035156,247.33999633789065,277.3399963378906,279.19000244140625,287.7200012207031,274.6000061035156,259.6300048828125,215.0,215.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
435,YUM BRANDS INC,YUM,10/1/2017 - 10/2/2017,2017-10-02 00:00:00,2017-10-14,60000,Name | Address | Email | Credit Card | Other (Financial),76.19999694824219,79.73999786376953,82.19000244140625,83.62000274658203,77.7699966430664,82.3499984741211,85.41999816894531,83.5999984741211,82.58999633789062,79.13999938964844,82.37999725341797,88.48999786376953,88.05000305175781,79.5,81.16666666666667,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
436,Hyatt Hotels Corp,H,3/18/2017 - 7/2/2017,,2017-10-13,41 Hotels,Name | Credit Card | Other (Financial),61.5,69.73999786376953,70.75,78.93000030517578,77.76000213623047,79.55000305175781,76.41999816894531,81.5999984741211,82.91999816894531,80.63999938964844,76.62999725341797,76.72000122070312,71.69999694824219,69.0,63.47826086956522,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
437,Accenture plc,ACN,,2017-09-17 00:00:00,2017-10-12,,Intellectual Property,136.91000366210938,143.88999938964844,150.69000244140625,159.11000061035156,154.9499969482422,161.69000244140625,148.39999389648438,157.0800018310547,162.75,166.30999755859375,160.67999267578125,170.69000244140625,156.0,165.0,165.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
438,"T-Mobile US, Inc.",TMUS,,,2017-10-10,,Name | Other,61.560001373291016,56.0,62.540000915527344,65.5999984741211,59.20000076293945,65.25,59.7400016784668,56.31999969482422,57.79999923706055,61.34000015258789,64.97000122070312,65.55999755859375,68.45999908447266,71.0,70.0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
439,"FORRESTER RESEARCH, INC.",FORR,Oct-2017,,2017-10-06,,Intellectual Property,43.34999847412109,45.84999847412109,45.54999923706055,43.95000076293945,42.150001525878906,41.25,43.150001525878906,41.400001525878906,43.54999923706055,43.75,45.5,48.75,44.27999877929688,51.0,51.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
440,BRIGGS & STRATTON CORP,BGGSQ,7/25/2017 - 7/28/2017,2017-07-25 00:00:00,2017-09-29,13000,Name | Address | SSN |Other,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
441,AMAZON COM INC,AMZN,3/10/2017 - 9/28/2017,2017-09-23 00:00:00,2017-09-28,470 stores,Credit Card,950.8699951171876,1100.949951171875,1195.8299560546875,1182.260009765625,1402.050048828125,1511.97998046875,1497.050048828125,1572.6199951171875,1610.1500244140625,1660.510009765625,1817.27001953125,1927.6800537109373,2012.97998046875,1250.0,1265.5151515151515,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
442,SONIC CORP,,,2017-09-18 00:00:00,2017-09-26,5000000,Credit Card,14.220000267028809,13.970000267028809,13.970000267028809,13.760000228881836,13.510000228881836,13.029999732971191,12.640000343322754,12.489999771118164,12.5,12.5,12.520000457763672,12.529999732971191,12.18000030517578,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
443,EQUIFAX INC,EFX,Mid-May-2017 - Jul-2017,2017-07-29 00:00:00,2017-09-07,148779000,Name | SSN | Credit Card,141.38999938964844,111.33999633789062,108.02999877929688,115.69000244140624,122.83000183105467,118.41000366210938,121.38999938964844,117.58000183105467,113.0,124.72000122070312,127.23999786376952,128.0500030517578,135.75999450683594,121.0,122.8,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
444,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,,2017-09-04,4000000,Usernames | Other,393.3200073242188,369.510009765625,335.42999267578125,334.0,353.0299987792969,387.5,332.75,306.3699951171875,271.3599853515625,267.9800109863281,299.510009765625,303.6600036621094,312.989990234375,446.5,446.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
445,Facebook Inc,FB,,,2017-08-30,6000000,Email | Phone Number,168.0500030517578,170.8699951171875,179.8699951171875,175.1300048828125,176.4600067138672,185.97999572753903,178.32000732421875,159.7899932861328,172.0,185.7400054931641,194.32000732421875,171.05999755859375,175.89999389648438,215.0,211.33333333333331,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
446,"CORELOGIC, INC.",CLGX,7/21/2017 - 8/7/2017,2017-08-07 00:00:00,2017-08-29,,Name | Address | SSN | Other,45.86000061035156,46.150001525878906,47.060001373291016,43.18999862670898,45.84999847412109,47.720001220703125,45.5,44.90999984741211,49.84999847412109,52.43999862670898,51.869998931884766,48.9900016784668,50.59000015258789,34.5,34.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
447,"FireEye, Inc.",FEYE,,,2017-08-24,,Intellectual Property,14.399999618530272,16.8799991607666,16.639999389648438,14.1899995803833,14.109999656677246,15.3100004196167,16.459999084472656,16.920000076293945,18.600000381469727,16.670000076293945,16.3700008392334,17.0,15.760000228881836,20.5,20.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,Service Properties Trust,SVC,Jun-2017,,2017-08-09,,ND,28.770000457763672,27.489999771118164,28.61000061035156,29.81999969482422,30.11000061035156,29.270000457763672,26.290000915527344,24.700000762939453,24.790000915527344,26.209999084472656,28.670000076293945,28.780000686645508,28.040000915527344,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,RMR GROUP INC.,RMR,,Jun-2017,2017-08-09,,ND,48.75,49.29999923706055,53.09999847412109,54.25,59.59999847412109,60.75,56.45000076293945,71.25,72.8499984741211,81.1500015258789,78.30000305175781,79.44999694824219,86.19999694824219,59.0,59.0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
450,Service Properties Trust,SVC,,Jun-2017,2017-08-09,,ND,28.770000457763672,27.489999771118164,28.61000061035156,29.81999969482422,30.11000061035156,29.270000457763672,26.290000915527344,24.700000762939453,24.790000915527344,26.209999084472656,28.670000076293945,28.780000686645508,28.040000915527344,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,FERRELLGAS L P,,,2017-07-18 00:00:00,2017-08-09,,Name | Address | Email | SSN | Bank Account Number | Other,14.369999885559082,14.489999771118164,14.06999969482422,13.9399995803833,13.949999809265137,13.8100004196167,13.270000457763672,12.880000114440918,12.720000267028809,12.5600004196167,12.600000381469728,12.539999961853027,12.529999732971191,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
452,STANDEX INTERNATIONAL CORP/DE/,SXI,4/20/2017 - 5/19/2017,2017-05-19 00:00:00,2017-08-08,,Name | SSN | Other,93.4000015258789,94.3000030517578,103.9499969482422,102.0500030517578,102.4000015258789,103.6999969482422,98.25,100.4499969482422,96.5500030517578,94.1500015258789,104.6500015258789,104.4000015258789,105.5500030517578,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453,Hyatt Hotels Corp,H,9/27/2016 - 4/28/2017,,2017-08-02,,Name | Credit Card | Other (Financial),56.18000030517578,59.65999984741211,60.869998931884766,62.81999969482422,72.45999908447266,73.80999755859375,81.5,76.31999969482422,75.58999633789062,76.93000030517578,84.18000030517578,77.19999694824219,79.41000366210938,56.0,46.67391304347826,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
454,"WARNER MEDIA, LLC",,,,2017-07-31,18500,Intellectual Property,14.31999969482422,14.359999656677246,14.100000381469728,13.949999809265137,13.960000038146973,13.829999923706056,13.279999732971191,13.020000457763672,12.6899995803833,12.5,12.550000190734863,12.59000015258789,12.510000228881836,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
455,"ALASKA AIR GROUP, INC.",ALK,,2017-03-13 00:00:00,2017-07-27,3230,Address | SSN,87.72000122070312,75.52999877929688,74.95999908447266,65.37999725341797,65.36000061035156,74.83999633789062,64.54000091552734,66.1500015258789,62.15999984741211,65.9000015258789,61.869998931884766,60.630001068115234,64.76000213623047,100.0,99.8,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
456,BROOKFIELD ASSET MANAGEMENT INC.,BAM,11/1/2016 - 4/3/2017,2017-05-10 00:00:00,2017-07-21,,Credit Card | Other (Financial),26.593334197998047,26.07333374023437,27.093334197998047,28.593334197998047,27.559999465942383,28.773332595825195,28.5,26.799999237060547,26.34666633605957,25.726667404174805,27.08666610717773,27.600000381469727,27.959999084472656,28.5,29.4332,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
457,AMERIPRISE FINANCIAL INC,AMP,2017-05-23 00:00:00,,2017-07-12,,Name | Address | SSN | Other,131.44000244140625,143.36000061035156,136.5399932861328,151.8300018310547,157.22000122070312,167.77999877929688,178.97999572753906,155.91000366210938,159.8800048828125,141.3699951171875,137.07000732421875,147.4600067138672,142.88999938964844,11.85,58.92664285714285,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,VERIZON COMMUNICATIONS INC,VZ,,,2017-07-12,,Name | Address | Email | Other,42.88999938964844,48.060001373291016,46.29999923706055,48.86000061035156,44.880001068115234,51.84000015258789,52.11000061035156,50.11000061035156,48.79999923706055,47.58000183105469,48.619998931884766,49.29999923706055,51.34000015258789,49.0,48.44444444444444,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
459,CAPITAL ONE FINANCIAL CORP,COF,4/10/2017 - 6/7/2017,,2017-07-10,,Name | Address | Phone Number | Email | Credit Card,82.05000305175781,85.13999938964844,78.20999908447266,87.30000305175781,88.11000061035156,95.79000091552734,101.69000244140624,92.0199966430664,100.79000091552734,95.5,92.11000061035156,96.97000122070312,96.55999755859376,101.5,102.83333333333331,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,"STARWOOD PROPERTY TRUST, INC.",STWD,,2017-05-17 00:00:00,2017-07-07,,Name | Address | SSN | Bank Accounting Number,22.31999969482422,21.81999969482422,22.06999969482422,21.649999618530277,21.31999969482422,21.63999938964844,20.920000076293945,20.190000534057617,20.790000915527344,20.96999931335449,21.399999618530277,21.989999771118164,22.31999969482422,24.0,24.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461,WORLD WRESTLING ENTERTAINMENTINC,WWE,,,2017-07-06,3000000,Address | Other,20.489999771118164,20.989999771118164,21.940000534057617,23.420000076293945,26.739999771118164,28.770000457763672,31.049999237060547,34.119998931884766,38.34000015258789,37.060001373291016,41.0099983215332,61.5,75.37000274658203,25.0,23.0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
462,"Merck & Co., Inc.",MRK,2017-06-27 00:00:00,2017-06-27 00:00:00,2017-06-28,,ND,65.54000091552734,63.68999862670898,63.31999969482422,64.56999969482422,58.2400016784668,54.54999923706055,56.34000015258789,62.040000915527344,54.720001220703125,53.75,59.470001220703125,59.09000015258789,59.880001068115234,75.0,88.6,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463,"Mondelez International, Inc.",MDLZ,2017-06-27 00:00:00,2017-06-27 00:00:00,2017-06-28,,ND,43.970001220703125,44.2400016784668,41.29999923706055,40.56999969482422,40.68000030517578,42.470001220703125,43.25,44.41999816894531,44.0099983215332,40.90999984741211,39.93000030517578,39.58000183105469,40.9900016784668,49.5,50.25,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,"Nuance Communications, Inc.",NUAN,2017-06-27 00:00:00,2017-06-27 00:00:00,2017-06-28,,ND,15.783549308776855,14.796536445617676,13.627705574035645,13.46320343017578,12.935065269470217,13.255411148071287,14.216450691223145,15.70562744140625,13.887445449829102,13.445887565612791,12.796536445617676,12.017315864562988,11.97402572631836,18.0,18.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465,FEDEX CORP,FDX,,,2017-06-28,,ND,214.3300018310547,207.5399932861328,208.83999633789065,220.0,230.47000122070312,217.8699951171875,250.02999877929688,268.8500061035156,248.7400054931641,234.63999938964844,250.3300018310547,251.5,229.75,250.0,250.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
466,WPP plc,WPP,2017-06-27 00:00:00,,2017-06-27,,ND,105.93000030517578,101.1500015258789,92.18000030517578,93.68000030517578,87.80999755859375,84.43000030517578,90.72000122070312,91.6999969482422,96.77999877929688,78.66999816894531,79.11000061035156,84.73999786376953,79.87999725341797,1750.0,1778.571428571429,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
467,Maxar Technologies Inc.,MAXR,,,2017-06-26,,Intellectual Property,48.20000076293945,51.56999969482422,53.16999816894531,56.0,62.72999954223633,63.31999969482422,65.01000213623047,63.220001220703125,47.150001525878906,44.060001373291016,45.459999084472656,48.79999923706055,48.79999923706055,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,TORONTO DOMINION BANK,TD,,,2017-06-26,,Name | Address | Email | Phone Number | Gift Card,49.22999954223633,51.97999954223633,51.93999862670898,56.209999084472656,56.36000061035156,58.380001068115234,57.15999984741211,60.18000030517578,58.84999847412109,57.09000015258789,55.52999877929688,58.959999084472656,57.31999969482422,72.0,72.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
469,LINCOLN NATIONAL CORP,LNC,,,2017-06-23,,Name | Address | SSN | Phone Number | Other,65.55000305175781,70.7300033569336,67.83999633789062,72.87999725341797,75.62000274658203,73.58999633789062,77.75,83.3499984741211,77.02999877929688,73.5999984741211,72.22000122070312,70.44999694824219,65.37000274658203,76.0,76.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
470,BERKSHIRE HATHAWAY INC,BRK.A,11/16/2016 - 5/1/2017,2017-05-16 00:00:00,2017-06-17,,Name | Address | Credit Card | Password,256450.0,256200.0,267856.0,270200.0,281960.0,272700.0,296280.0,315261.0,306000.0,310630.0,297181.0,296300.0,287626.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
471,BUCKLE INC,BKE,10/28/2016 - 4/14/2017,,2017-06-16,,Name | Credit Card,17.5,16.600000381469727,13.699999809265137,15.75,15.399999618530272,19.0,22.700000762939453,20.0,21.950000762939453,18.25,22.649999618530277,25.0,26.200000762939453,15.0,15.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
472,OVERSEAS SHIPHOLDING GROUP INC,OSG,,2017-04-18 00:00:00,2017-06-02,,Name | Address | SSN,2.7799999713897705,2.6600000858306885,3.0,2.369999885559082,2.6600000858306885,2.299999952316284,2.970000028610229,2.7699999809265137,2.0999999046325684,1.8899999856948853,2.9200000762939453,3.559999942779541,3.5999999046325684,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
473,SEARS HOLDINGS CORP,SHLDQ,,,2017-06-01,35155,Debit Card | Credit Card,7.389999866485596,8.859999656677246,8.720000267028809,8.210000038146973,7.300000190734863,5.510000228881836,4.079999923706055,3.5799999237060547,2.569999933242798,2.4200000762939453,2.6700000762939453,2.990000009536743,2.809999942779541,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
474,"MOLINA HEALTHCARE, INC.",MOH,,,2017-05-27,,ND,66.87000274658203,71.0999984741211,69.70999908447266,62.02999877929688,65.58999633789062,65.52999877929688,75.08000183105469,75.86000061035156,92.48999786376952,74.0,76.66000366210938,83.5999984741211,87.2300033569336,21.8,40.24090909090909,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
475,MEREDITH CORP,MDP,Jun-2013,,2017-05-25,,Email | Password,54.0,57.0,60.95000076293945,54.45000076293945,54.400001525878906,52.84999847412109,61.0,68.30000305175781,66.69999694824219,58.20000076293945,52.75,51.150001525878906,48.20000076293945,52.5,52.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,EQUIFAX INC,EFX,1/4/2016 - 3/29/2017,,2017-05-23,,Name | Address | SSN | Other,137.3000030517578,138.92999267578125,143.88999938964844,142.22000122070312,105.04000091552734,109.36000061035156,109.80999755859376,119.7300033569336,125.0,115.20999908447266,117.62999725341795,119.62000274658205,115.63999938964844,25.0,71.1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
477,RITE AID CORP,RAD,1/30/2017 - 4/11/2017,,2017-05-17,,Name | Address | Credit Card | Email,75.5999984741211,60.0,46.20000076293945,45.59999847412109,52.59999847412109,37.20000076293945,30.799999237060547,37.0,44.59999847412109,42.59999847412109,32.20000076293945,34.20000076293945,35.599998474121094,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
478,"DOCUSIGN, INC.",DOCU,,May-2017,2017-05-16,,Email,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,45.459999084472656,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
479,BCE INC,BCE,,,2017-05-15,1900000,Name | Email | Phone Number,44.790000915527344,44.86000061035156,45.959999084472656,46.52999877929688,47.369998931884766,47.34999847412109,48.34999847412109,48.34000015258789,46.45000076293945,44.47999954223633,43.470001220703125,42.75,42.18999862670898,62.0,62.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
480,CHOICE HOTELS INTERNATIONAL INC /DE,CHH,2017-04-19 00:00:00,2017-04-26 00:00:00,2017-05-15,,Name | Address | SSN,62.5,66.61000061035156,64.19999694824219,61.54999923706055,62.0,67.3499984741211,74.3499984741211,75.75,80.55000305175781,80.3499984741211,84.30000305175781,79.5999984741211,79.8499984741211,69.0,69.16666666666667,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
481,"UNITED AIRLINES, INC.",,,,2017-05-15,,ND,13.859999656677246,13.90999984741211,14.260000228881836,14.239999771118164,14.43000030517578,14.149999618530272,13.989999771118164,13.789999961853027,13.630000114440918,13.15999984741211,12.8100004196167,12.609999656677246,12.609999656677246,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
482,"Baidu, Inc.",BIDU,,,2017-05-14,,Name | Contact,186.13999938964844,179.19000244140625,186.9199981689453,223.69000244140625,236.41000366210935,262.67999267578125,237.3699951171875,233.2400054931641,253.0399932861328,225.6000061035156,258.3500061035156,228.1699981689453,272.260009765625,1617.985,1617.985,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
483,Atlassian Corp Plc,TEAM,,,2017-05-02,,Name | Email | Password (Hashed),34.720001220703125,36.5099983215332,35.18000030517578,36.290000915527344,34.900001525878906,36.25,48.68999862670898,47.0099983215332,47.060001373291016,53.2599983215332,54.18999862670898,53.77999877929688,56.2400016784668,2.012,2.012,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
484,Sabre Corp,SABR,8/10/2016 - 3/9/2017,,2017-05-02,,Credit Card,23.6299991607666,22.75,21.770000457763672,19.809999465942383,18.38999938964844,18.13999938964844,19.549999237060547,19.6200008392334,20.649999618530277,20.670000076293945,22.700000762939453,20.780000686645508,23.549999237060547,27.0,26.428571428571427,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
485,Gannett Media Corp.,,,2017-03-30 00:00:00,2017-05-01,18000,Email | Password,13.84000015258789,13.90999984741211,14.130000114440918,14.31999969482422,14.359999656677246,14.100000381469728,13.949999809265137,13.960000038146973,13.829999923706056,13.279999732971191,13.020000457763672,12.6899995803833,12.5,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,CHIPOTLE MEXICAN GRILL INC,CMG,3/17/2017 - 4/18/2017,,2017-04-25,2250,Name | Credit Card | Other (Financial),468.7900085449219,478.7999877929688,415.2799987792969,339.9800109863281,301.9200134277344,320.8299865722656,324.29998779296875,279.3099975585937,295.2300109863281,329.5299987792969,315.82000732421875,322.29998779296875,333.1000061035156,427.5,347.00730769230773,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
487,LPL Financial Holdings Inc.,LPLA,,2017-02-24 00:00:00,2017-04-21,,Name | Address | Phone Number | Other,39.16999816894531,39.93999862670898,41.7400016784668,44.59999847412109,45.81999969482422,48.86000061035156,53.470001220703125,49.540000915527344,55.959999084472656,59.02999877929688,63.869998931884766,63.95000076293945,61.34999847412109,46.0,45.16666666666666,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,HUMANA INC,HUM,,,2017-04-18,3831,ND,212.7700042724609,224.9199981689453,234.4600067138672,237.55999755859372,247.66000366210935,248.4499969482422,240.42999267578125,233.4600067138672,246.3800048828125,275.75,269.0,272.7300109863281,296.2900085449219,234.0,210.84615384615384,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
489,NORTHROP GRUMMAN CORP /DE/,NOC,4/18/2016 - 3/29/2017,,2017-04-18,,Name | Address | Email | Phone Number | SSN ,243.1000061035156,246.32000732421875,258.5899963378906,264.8099975585937,268.1300048828125,275.9700012207031,294.32000732421875,296.8500061035156,308.3999938964844,317.510009765625,356.0,338.6300048828125,355.0400085449219,275.0,272.22222222222223,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
490,Neiman Marcus Group LTD LLC,,2017-01-17 00:00:00,,2017-04-14,, Other,13.8100004196167,13.829999923706056,13.850000381469728,14.239999771118164,14.239999771118164,14.5,14.149999618530272,14.010000228881836,13.859999656677246,13.630000114440918,13.229999542236328,12.81999969482422,12.609999656677246,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
